experiment_id,timestamp,split,seed,mode,initial_loss,final_loss,steps_to_threshold,converged,diverged,wall_clock_s,delta_w_norm,model.depth,model.width,model.n_params,model.flops,model.activation,model.normalization,model.residual_connection_ratio,model.attention_structure,model.required_memory_bytes,model.init_method,model.weight_norm_mean,model.weight_norm_std,task.input_dim,task.noise_level,task.n_samples,task.target_variance,task.target_entropy_estimate,task.feature_correlation_mean,task.redundancy,task.class_imbalance,task.distribution,hardware.device_type,hardware.device_name,hardware.device_count,hardware.memory_bytes,hardware.precision,hardware.interconnect,regime.regime_model_size,regime.regime_data_noise,regime.regime_data_volume,regime.regime_device,regime.regime_label,training.learning_rate,training.batch_size,training.optimizer,training.weight_decay,training.init_method,zero_cost.synflow,zero_cost.snip,zero_cost.grasp,zero_cost.jacob_cov,zero_cost.effective_rank,zero_cost.hessian_trace,zero_cost.jacobian_condition_mean,zero_cost.jacobian_condition_median,zero_cost.jacobian_sigma_max_mean,zero_cost.gradient_norm,zero_cost.gradient_norm_variance,zero_cost.activation_mean,zero_cost.activation_variance
139,2026-09-01 12:38:05,train,146,full_training,2.9298338890075684,0.04324686899781227,101.0,1,0,0.11301979300333187,5.948596954345703,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,5,0.042,512,1.987548589706421,1.762389540653943,0.03191961641623385,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,116.72314453125,8.474159240722656,-35.789119720458984,105.14356994628906,16.777217864990234,49.21326522827148,4.282223224639893,3.718871593475342,1.7627325057983398,2.448354959487915,154.36033630371094,0.23371683806180954,0.15371211618185043
140,2026-09-01 12:38:05,train,146,full_training,4.890935897827148,0.04459182545542717,114.0,1,0,0.09664272001828067,5.893316268920898,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,5,0.042,512,1.987548589706421,1.762389540653943,0.03191961641623385,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,268.70367431640625,32.07698440551758,-652.5993041992188,105.14356994628906,16.77721405029297,165.43367767333984,4.282223224639893,3.7188727855682373,3.390683889389038,8.19429874420166,885.2984619140625,0.4495633393526077,0.568734884262085
141,2026-09-01 12:38:05,train,146,full_training,2.570631742477417,0.0492134615778923,80.0,1,0,0.06985542000620626,5.901130199432373,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,5,0.042,512,1.987548589706421,1.762389540653943,0.03191961641623385,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,5.226546287536621,-11.205924987792969,97.77421569824219,17.189910888671875,21.73266143798828,2.9747252464294434,2.703509569168091,1.2866722345352173,1.8208118677139282,80.51288604736328,0.19133102893829346,0.09815987572073936
142,2026-09-01 12:38:06,train,147,full_training,16.343820571899414,0.03729795292019844,627.0,1,0,0.5770513110037427,11.110603332519531,2,32,1345,2560,relu,none,0.0,none,21520,xavier,4.824894110361735,2.6007485389709473,7,0.193,768,5.637182712554932,2.283630744033783,0.030539984706128145,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,xavier,222.52198791503906,68.93619537353516,-2837.70654296875,111.54004669189453,18.218097686767578,93.29796810150147,8.589146614074707,6.514504432678223,2.180358409881592,23.43551254272461,8946.71875,0.30109238624572754,0.25388631969690323
143,2026-09-01 12:38:06,train,147,full_training,24.148597717285156,0.12265872955322266,,0,0,0.717034417000832,11.235984802246094,2,32,1345,2560,relu,none,0.0,none,21520,he,6.084149400393168,3.0874176025390625,7,0.193,768,5.637182712554932,2.283630744033783,0.030539984706128145,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,he,444.48486328125,178.49758911132812,-15864.234375,111.54004669189453,18.218097686767578,293.2377105712891,8.58914566040039,6.514504432678223,3.639118194580078,49.99153137207031,38134.2578125,0.5025370121002197,0.7072547972202301
144,2026-09-01 12:38:07,train,147,full_training,13.641425132751465,0.3602144122123718,,0,0,0.7061593779944815,12.073678016662598,2,32,1345,2560,relu,none,0.0,none,21520,orthogonal,4.247219244639079,2.8800108432769775,7,0.193,768,5.637182712554932,2.283630744033783,0.030539984706128145,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,orthogonal,111.43936157226562,36.27937698364258,-1135.88720703125,118.97187042236328,19.107208251953125,75.9047981262207,4.370911121368408,3.988771438598633,1.5473411083221436,16.06509017944336,2325.211181640625,0.2582814320921898,0.15269438177347183
145,2026-09-01 12:38:07,train,148,full_training,3.359773635864258,0.04108678549528122,34.0,1,0,0.029367395996814594,4.539067268371582,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,5,0.211,256,2.089143753051758,1.7873156804530772,0.04544731209291231,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,xavier,116.72314453125,14.97704792022705,-111.00869750976562,102.18260192871094,16.768680572509766,71.04960527420045,3.652928352355957,3.5049259662628174,1.784153699874878,4.424969673156738,119.93324279785156,0.24835962802171707,0.17610756307840347
146,2026-09-01 12:38:07,train,148,full_training,6.472242832183838,0.03988286480307579,31.0,1,0,0.027389412018237635,4.411185264587402,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,5,0.211,256,2.089143753051758,1.7873156804530772,0.04544731209291231,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,he,268.70367431640625,47.79222106933594,-996.332275390625,102.18260192871094,16.768680572509766,213.86821422576904,3.652928113937378,3.504927635192871,3.4318883419036865,11.721076965332031,647.7848510742188,0.47772930562496185,0.6515980362892151
147,2026-09-01 12:38:07,train,148,full_training,2.2228646278381348,0.035973913967609406,32.0,1,0,0.03074569601449184,4.334848403930664,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,5,0.211,256,2.089143753051758,1.7873156804530772,0.04544731209291231,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,8.30269718170166,-35.84613037109375,101.28544616699219,16.920764923095703,43.32901592254639,2.920132637023926,2.73815655708313,1.3553738594055176,2.883971691131592,72.95306396484375,0.20724446326494217,0.1112324483692646
148,2026-09-01 12:38:08,test,149,full_training,1.465378761291504,0.04910222813487053,105.0,1,0,0.08745515299960971,5.647306442260742,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,4,0.029,768,1.7854562997817993,1.7087755395514963,0.032074862519119625,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,11.91451644897461,-111.09676361083984,70.6820297241211,14.20761489868164,30.0517107963562,3.2932016849517822,3.2256927490234375,1.658132791519165,4.458474159240723,14.644660949707031,0.22607121616601944,0.1405188962817192
149,2026-09-01 12:38:08,test,149,full_training,2.756730794906616,0.046409156173467636,121.0,1,0,0.10746135798399337,5.0330939292907715,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,4,0.029,768,1.7854562997817993,1.7087755395514963,0.032074862519119625,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,he,225.21484375,49.63500213623047,-1618.84375,70.6820297241211,14.20761489868164,105.23760681152343,3.2932019233703613,3.225691556930542,3.5174307823181152,14.20083236694336,78.88610076904297,0.4795694351196289,0.632334977388382
150,2026-09-01 12:38:08,test,149,full_training,1.418054461479187,0.036113858222961426,110.0,1,0,0.10213941297843121,5.731054306030273,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,4,0.029,768,1.7854562997817993,1.7087755395514963,0.032074862519119625,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,9.845911026000977,-66.26886749267578,83.92422485351562,15.298197746276855,29.136458587646484,2.0441524982452393,2.009190559387207,1.2730985879898071,3.7435243129730225,9.058974266052246,0.20912858843803406,0.10737289115786552
151,2026-09-01 12:38:08,train,150,full_training,3.1691782474517822,0.04086075350642204,439.0,1,0,0.4539515369979199,10.59640121459961,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,5,0.269,384,5.7666754722595215,2.2949864031126115,0.025707514109675384,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,xavier,116.72314453125,23.05868911743164,-138.03306579589844,99.99917602539062,16.3194580078125,63.246719932556154,4.377641677856445,3.9279181957244873,1.770925521850586,8.754953384399414,66.83612060546875,0.23614941537380219,0.14953644573688507
152,2026-09-01 12:38:09,train,150,full_training,2.946634531021118,0.04911230877041817,435.0,1,0,0.3570569239964243,10.38598918914795,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,5,0.269,384,5.7666754722595215,2.2949864031126115,0.025707514109675384,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,he,268.70367431640625,38.13302993774414,-60.504302978515625,99.99917602539062,16.319461822509766,194.26873779296875,4.377641677856445,3.9279181957244873,3.406442880630493,11.239076614379883,286.1561584472656,0.45424245297908783,0.5532848685979843
153,2026-09-01 12:38:10,train,150,full_training,3.186363697052002,0.04271291196346283,798.0,1,0,0.7647002040175721,12.203535079956055,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,5,0.269,384,5.7666754722595215,2.2949864031126115,0.025707514109675384,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,16.544099807739258,-135.0561981201172,102.52305603027344,16.64859390258789,14.976830863952637,2.932521104812622,2.816452741622925,1.2765496969223022,7.688626766204834,49.031864166259766,0.18779686093330383,0.09525689855217934
154,2026-09-01 12:38:10,test,151,full_training,2.8431713581085205,0.03542078658938408,60.0,1,0,0.053997813985915855,4.897095680236816,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,5,0.254,384,2.1873247623443604,1.8102781469037654,0.05695583727748549,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,xavier,116.72314453125,21.30708122253418,-255.32028198242188,102.76763916015625,17.147958755493164,65.76738662719727,3.755764961242676,3.5749378204345703,1.7184334993362427,6.593169212341309,389.8481140136719,0.2475551888346672,0.1654917299747467
155,2026-09-01 12:38:10,test,151,full_training,5.662416458129883,0.0485127829015255,64.0,1,0,0.05946340301306918,4.907480716705322,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,5,0.254,384,2.1873247623443604,1.8102781469037654,0.05695583727748549,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,he,268.70367431640625,69.7577133178711,-2307.279296875,102.76763916015625,17.147958755493164,215.41435165405272,3.755765438079834,3.5749378204345703,3.3054728507995605,17.800098419189453,2113.0615234375,0.47618192434310913,0.6123194396495819
156,2026-09-01 12:38:10,test,151,full_training,2.105600595474243,0.03823626786470413,25.0,1,0,0.02302695799153298,4.554931640625,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,5,0.254,384,2.1873247623443604,1.8102781469037654,0.05695583727748549,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,9.440418243408203,-64.02778625488281,99.86125183105469,16.882797241210938,41.010518836975095,2.917375326156616,2.7352330684661865,1.3485628366470337,3.6441402435302734,139.1146697998047,0.20409611612558365,0.10742995142936707
157,2026-09-01 12:38:10,train,152,full_training,3.30159854888916,0.045085277408361435,202.0,1,0,0.20094089998747222,7.310276985168457,2,32,1345,2560,relu,none,0.0,none,21520,xavier,4.824894110361735,2.6007485389709473,7,0.188,768,2.0916221141815186,1.7879084812696677,0.031288678129056974,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,xavier,222.52198791503906,33.677833557128906,-802.6962280273438,110.8281478881836,17.55970001220703,132.61436500549317,7.634315013885498,6.217329978942871,2.2434563636779785,9.978897094726562,49.75629806518555,0.32450200617313385,0.26640135049819946
158,2026-09-01 12:38:10,train,152,full_training,6.2374138832092285,0.04365033656358719,313.0,1,0,0.29388573800679296,7.368764877319336,2,32,1345,2560,relu,none,0.0,none,21520,he,6.084149400393168,3.0874176025390625,7,0.188,768,2.0916221141815186,1.7879084812696677,0.031288678129056974,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,he,444.48486328125,116.90381622314453,-8126.00390625,110.8281478881836,17.55970001220703,379.15784912109376,7.63431453704834,6.217328071594238,3.744431495666504,29.97834587097168,384.2118225097656,0.5416087806224823,0.7421181201934814
159,2026-09-01 12:38:11,train,152,full_training,2.4608371257781982,0.03193545341491699,242.0,1,0,0.21732756498386152,7.999068260192871,2,32,1345,2560,relu,none,0.0,none,21520,orthogonal,4.247219244639079,2.8800108432769775,7,0.188,768,2.0916221141815186,1.7879084812696677,0.031288678129056974,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,orthogonal,111.43936157226562,14.280567169189453,-231.23548889160156,110.66194915771484,18.46952247619629,92.55001411437988,4.681366443634033,4.045856952667236,1.5415135622024536,5.636046886444092,16.202476501464844,0.2815033495426178,0.17076271772384644
160,2026-09-01 12:38:11,test,153,full_training,2.9385576248168945,0.046073488891124725,181.0,1,0,0.1952510440023616,8.006634712219238,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,6,0.023,512,5.360464096069336,2.258463811415673,0.04245297794155128,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,15.678152084350586,-112.15367889404297,105.853515625,17.608680725097656,69.54421749114991,5.242729187011719,4.848849296569824,1.8596010208129883,5.731879711151123,77.38025665283203,0.2677607834339142,0.20027516782283783
161,2026-09-01 12:38:11,test,153,full_training,2.670231580734253,0.03147533908486366,183.0,1,0,0.1717510389862582,7.41298770904541,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,6,0.023,512,5.360464096069336,2.258463811415673,0.04245297794155128,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,383.60638427734375,33.854278564453125,-465.0721435546875,105.853515625,17.608680725097656,144.21184768676758,5.242729187011719,4.848849773406982,3.3091843128204346,10.29909896850586,377.6671447753906,0.4764837920665741,0.63420470058918
162,2026-09-01 12:38:11,test,153,full_training,3.471386432647705,0.0403166264295578,195.0,1,0,0.17377353299525566,8.02045726776123,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,6,0.023,512,5.360464096069336,2.258463811415673,0.04245297794155128,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,10.113329887390137,-70.04681396484375,110.58186340332031,17.77971076965332,38.075462341308594,3.5811047554016113,3.4601714611053467,1.4311068058013916,4.76061487197876,27.04376792907715,0.22496064007282257,0.12924472242593765
163,2026-09-01 12:38:11,train,154,full_training,1.8277093172073364,0.04191312566399574,50.0,1,0,0.0423697340011131,4.039470195770264,2,32,1217,2304,relu,none,0.0,none,19472,xavier,3.998493274052938,2.7725577354431152,3,0.247,768,1.9414714574813843,1.7506616176096832,0.04954283625068248,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,xavier,85.53611755371094,8.338560104370117,-23.807571411132812,61.21796798706055,12.554750442504883,44.774135208129884,2.391050100326538,2.293463706970215,1.3348004817962646,2.6461713314056396,18.612075805664062,0.14997245371341705,0.0598438885062933
164,2026-09-01 12:38:11,train,154,full_training,1.3723626136779785,0.045044735074043274,50.0,1,0,0.04619421297684312,3.2140018939971924,2,32,1217,2304,relu,none,0.0,none,19472,he,5.3281480471293134,2.563436269760132,3,0.247,768,1.9414714574813843,1.7506616176096832,0.04954283625068248,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,he,247.24282836914062,23.781370162963867,-134.47088623046875,61.21796798706055,12.554754257202148,173.20729370117186,2.391050338745117,2.2934634685516357,3.2238497734069824,5.495362281799316,131.77450561523438,0.36221788823604584,0.3490894138813019
165,2026-09-01 12:38:11,train,154,full_training,2.1817703247070312,0.04616163298487663,51.0,1,0,0.046668780996697024,4.732674598693848,2,32,1217,2304,relu,none,0.0,none,19472,orthogonal,3.8164965311686196,3.016789674758911,3,0.247,768,1.9414714574813843,1.7506616176096832,0.04954283625068248,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,orthogonal,53.49358367919922,7.886937141418457,-37.09123611450195,56.907196044921875,12.746097564697266,36.03996906280518,1.7691421508789062,1.6305588483810425,1.2130820751190186,2.9600813388824463,18.847787857055664,0.15472687035799026,0.05376076325774193
166,2026-09-01 12:38:12,train,155,full_training,3.0008156299591064,0.04462108388543129,153.0,1,0,0.13401144900126383,6.179779052734375,2,32,1377,2624,relu,none,0.0,none,22032,xavier,4.944721817970276,2.613090753555298,8,0.151,512,2.0055811405181885,1.7669054654078629,0.0363480963564886,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,284.1978759765625,32.273521423339844,-658.5623779296875,105.4996566772461,16.122234344482422,56.9888355255127,18.192668914794922,13.964096069335938,2.437985420227051,10.370165824890137,378.0404052734375,0.3463766723871231,0.37175220251083374
167,2026-09-01 12:38:12,train,155,full_training,4.357365131378174,0.04748934134840965,122.0,1,0,0.11536391099798493,5.732733249664307,2,32,1377,2624,relu,none,0.0,none,22032,he,6.131039500236511,3.138056993484497,8,0.151,512,2.0055811405181885,1.7669054654078629,0.0363480963564886,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,537.7823486328125,81.4224853515625,-3736.0361328125,105.4996566772461,16.122238159179688,145.65030002593994,18.19267463684082,13.964096069335938,3.854793071746826,22.741744995117188,2026.9962158203125,0.5476695895195007,0.9293805062770844
168,2026-09-01 12:38:12,train,155,full_training,2.6785929203033447,0.03983354568481445,99.0,1,0,0.09146127398707904,6.3487935066223145,2,32,1377,2624,relu,none,0.0,none,22032,orthogonal,4.333333333333333,2.8674416542053223,8,0.151,512,2.0055811405181885,1.7669054654078629,0.0363480963564886,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,140.87918090820312,13.386308670043945,-157.56344604492188,120.30387878417969,18.753881454467773,69.41588516235352,585514.125,6.6065897941589355,1.5081181526184082,5.555734157562256,81.54637145996094,0.2737739086151123,0.19315393269062042
169,2026-09-01 12:38:12,train,156,full_training,10.015695571899414,0.044457316398620605,215.0,1,0,0.20827366801677272,7.563621997833252,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,6,0.125,384,5.089694976806641,2.2325474846024767,0.051328769241736606,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,15.7640380859375,-86.38978576660156,103.07819366455078,18.190732955932617,64.45324735641479,5.115625858306885,4.7137322425842285,1.849698781967163,5.778683185577393,81.64673614501953,0.27270034700632095,0.20349837839603424
170,2026-09-01 12:38:12,train,156,full_training,10.21461296081543,0.0495772548019886,135.0,1,0,0.1290241859969683,6.462638854980469,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,6,0.125,384,5.089694976806641,2.2325474846024767,0.051328769241736606,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,383.60638427734375,29.389530181884766,-210.505615234375,103.07819366455078,18.190736770629883,121.95062255859375,5.115626335144043,4.7137322425842285,3.2915632724761963,8.834531784057617,258.22747802734375,0.4852738380432129,0.644411563873291
171,2026-09-01 12:38:13,train,156,full_training,10.508157730102539,0.04188380390405655,227.0,1,0,0.21691508300136775,7.6929030418396,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,6,0.125,384,5.089694976806641,2.2325474846024767,0.051328769241736606,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,10.537919044494629,-75.22299194335938,110.83893585205078,17.958711624145508,40.26592788696289,3.728501558303833,3.30434513092041,1.3988813161849976,5.190672874450684,35.970802307128906,0.23271014541387558,0.1412004828453064
172,2026-09-01 12:38:13,train,157,full_training,3.4205427169799805,0.04363776370882988,25.0,1,0,0.029131332994438708,4.454873561859131,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,6,0.147,384,1.937016487121582,1.7495129812383245,0.03847856388929193,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,10.703716278076172,-25.832778930664062,97.30474853515625,17.567569732666016,32.27972526550293,4.932051181793213,4.501696586608887,1.9333887100219727,2.684889554977417,59.33509826660156,0.290645956993103,0.22179971635341644
173,2026-09-01 12:38:13,train,157,full_training,3.6615169048309326,0.040274348109960556,39.0,1,0,0.03545113201835193,4.356649875640869,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,6,0.147,384,1.937016487121582,1.7495129812383245,0.03847856388929193,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,383.60638427734375,22.87394905090332,-116.2648696899414,97.30474853515625,17.567569732666016,96.02760276794433,4.932051658630371,4.501696586608887,3.44049072265625,4.9448418617248535,135.8088836669922,0.5172083079814911,0.7023657560348511
174,2026-09-01 12:38:13,train,157,full_training,3.879643201828003,0.03261442109942436,34.0,1,0,0.034705783997196704,4.843467712402344,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,6,0.147,384,1.937016487121582,1.7495129812383245,0.03847856388929193,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,8.746590614318848,-41.16191101074219,111.03559112548828,17.86157989501953,24.79641275405884,3.54164457321167,3.2540900707244873,1.466328740119934,3.059195041656494,47.85268783569336,0.23615358769893646,0.13239923864603043
175,2026-09-01 12:38:13,train,158,full_training,3.0886950492858887,0.0460149422287941,171.0,1,0,0.1496932489972096,6.691392421722412,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,5,0.28,256,2.3534529209136963,1.8468803221037817,0.06596648722031194,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,low,cpu,small_model__noisy_data__low_volume,0.02,32,adam,1e-05,xavier,116.72314453125,16.145265579223633,-64.56817626953125,106.93998718261719,16.453014373779297,67.33059539794922,3.7793242931365967,3.4048187732696533,1.7197439670562744,5.053656578063965,258.9392395019531,0.25604701042175293,0.19308914989233017
176,2026-09-01 12:38:13,train,158,full_training,3.9004809856414795,0.04798741638660431,138.0,1,0,0.13678960499237292,6.03019380569458,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,5,0.28,256,2.3534529209136963,1.8468803221037817,0.06596648722031194,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,low,cpu,small_model__noisy_data__low_volume,0.02,32,adam,1e-05,he,268.70367431640625,36.1525993347168,-412.42572021484375,106.93998718261719,16.453014373779297,219.54820098876954,3.779324531555176,3.404819965362549,3.3079936504364014,8.91065788269043,950.2645263671875,0.49251626431941986,0.7144298851490021
177,2026-09-01 12:38:13,train,158,full_training,3.1458635330200195,0.044017206877470016,127.0,1,0,0.12211937201209366,6.5661725997924805,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,5,0.28,256,2.3534529209136963,1.8468803221037817,0.06596648722031194,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,low,cpu,small_model__noisy_data__low_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,12.11346435546875,-60.21919250488281,106.41659545898438,16.681180953979492,41.35838661193848,2.97395396232605,2.602647542953491,1.3521497249603271,4.8559441566467285,132.3744354248047,0.21494077891111374,0.12490954995155334
178,2026-09-01 12:38:14,train,159,full_training,6.116730690002441,0.04818547144532204,270.0,1,0,0.27088270999956876,7.497267723083496,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,6,0.051,768,3.9072821140289307,2.1003595436015274,0.025997479545347556,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,24.304244995117188,-295.0373229980469,104.28565979003906,17.439579010009766,90.46367998123169,5.192214488983154,4.942931652069092,1.84181809425354,9.213326454162598,465.32330322265625,0.26720574498176575,0.18813884258270264
179,2026-09-01 12:38:14,train,159,full_training,6.503289222717285,0.04622635617852211,252.0,1,0,0.23065929400036111,7.887621879577637,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,6,0.051,768,3.9072821140289307,2.1003595436015274,0.025997479545347556,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,he,383.60638427734375,51.58149337768555,-1100.693359375,104.28565979003906,17.43958282470703,181.56092834472656,5.192214012145996,4.942932605743408,3.2775392532348633,16.463598251342773,1667.6416015625,0.4754961431026459,0.5957730114459991
